UniqueCount	AmbigCount
0	20
0	0
0	2162
0	0
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	32
0	4
0	4
0	0
0	0
0	21
1	2
18	695
5	23
0	18
294	18
0	11
17	92
0	1
4	0
0	2
0	0
0	0
0	0
23	2509
1	50
0	61
0	48
0	53
0	41
30	31
0	1
0	23
0	0
0	0
0	0
0	0
0	1
1	0
0	0
1	4
3	12
0	0
0	1
34	9
0	430
0	292
0	303
2	173
0	241
0	182
0	40
3	204
0	199
19	13
0	34
8	30
5	4
2	17
0	144
7	9
0	0
0	1
0	2
160	801
0	5
0	0
0	4
0	1
0	1
2	2
0	2
0	1
2	36
0	0
0	0
0	5
0	12
0	0
0	1
0	0
0	0
10	18391
15348	77952
52	219468
0	0
11	7937
1	9
9462	63090
17	12291
0	0
0	2
884	2328
0	35
0	10
0	10
0	0
0	0
0	9
0	10
0	10
0	7
0	9
0	16
0	9
0	8
0	7
0	26
0	7
0	7
0	8
0	6
0	12
0	8
2	3
0	7
0	8
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
4	54
0	3
2	4
0	0
9	3
0	3
0	0
0	3
0	143
0	154
16	178
5	84
1	258
7	20
0	169
0	187
4	12
0	193
0	169
0	167
0	127
0	56
1	148
0	12
0	4
0	167
0	172
0	154
0	15
0	19
0	12
0	104
1	170
0	154
0	178
0	135
0	20
0	165
0	150
1	20
0	4
0	65
0	20
0	134
5	2
37	14
0	0
0	0
0	11
0	2
0	11
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	2
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
393	3712
35	1939
130	3605
0	0
10	692
21	36
211	103
79	25
26	68
30	8
7	6
0	5
0	7
0	1
1	1
0	0
0	0
0	0
0	0
0	0
0	5
0	5
1	3
0	3
0	131
0	88
73	132
0	0
0	0
0	3182
0	2940
0	2875
0	3117
0	51
7	81
24	93
2	10
6	50
78	1090
0	48
0	10
0	11
0	8
5	10
0	11
0	9
0	8
0	0
1	5
0	7
2	0
0	0
0	437
0	395
1	436
0	433
89	385
0	416
9	442
0	125
0	322
0	112
0	70
1	71
0	26
0	15
2	18
0	9
0	5
0	8
0	1
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	1
0	0
14	5660
14	6716
2	5125
0	5660
191	3560
22	2776
1	1867
0	1197
1715	62
0	1
1	1
0	1
2	0
1	0
2	0
1	1865
11	2055
0	1872
7	1347
8	1372
2	1254
3	1189
20	278
0	1090
2	897
3	293
1	313
0	392
0	229
1	247
0	23
0	31
1	93
11	165
5	2
0	0
11	0
0	92
0	76
7	92
0	91
0	6
0	87
1	0
1	26
88	1272
18	1340
22	926
0	645
3	17
1	101
6	135
4	28
128	224
0	81
37	56
1	29
3	0
0	0
77	613
20	202
9	64
0	336
7	325
4	1437
0	2333
0	2329
0	1731
0	503
0	1947
0	2456
0	1733
163	1476
16	980
0	1529
0	2324
1	1756
0	1556
0	2031
0	2144
0	555
1	292
15	189
2	1545
0	321
0	495
0	504
17	314
1	409
0	794
0	32
9	162
5	833
0	442
8	400
0	676
0	533
0	532
2	16
4	9
0	288
0	647
2	416
10	242
0	319
0	358
0	184
0	158
0	158
0	252
0	22
0	28
2	4
0	0
25	2
11	171
447	225
1	55
14	1
1	1464
23	1423
0	240
0	321
7	69
2	48
4	123
0	0
0	2
0	3
0	3
1	2
0	2
0	0
0	0
0	0
0	0
0	0
10	1794
4	1729
180	1736
69	1800
26	169
3	57
1	0
0	3153
39	3604
20	3028
61	2092
7	5524
4	3952
2	4474
0	4888
0	1958
7	2426
5	615
2	684
19	652
3	683
0	898
43	95
6	324
5	36
2	159
1	594
0	719
0	679
4	591
1	630
0	670
0	721
0	722
0	555
0	713
0	56
0	712
0	543
0	720
0	43
0	604
0	680
0	683
0	252
436	1758
2	890
156	1375
110	58
92	877
4	341
0	13
171	14
0	2
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	7
3	9
0	1
2	173
0	0
6	2
6	1566
0	1066
168	1408
4	171
104	911
153	634
0	13
0	2
4	13
0	2787
18	2223
0	2668
0	2406
8	2615
2	80
0	239
2	638
1	2
0	2
3	2
402	1830
15	1263
0	567
931	252
0	12
34	11
0	0
1096	42
73	1
89	2
48	988
5	933
0	992
0	985
0	822
5	920
0	957
19	31
3	62
2	937
2	80
0	745
0	44
0	16
1	96
0	980
3	577
0	64
0	869
4	782
14	24
8	22
0	808
6	121
13	23
0	57
8	138
0	289
0	259
6	211
0	106
0	101
2	8
0	22
10	19
1	20
0	17
0	8
0	10
0	12
0	6
0	7
75	3520
0	3338
0	3203
0	3036
1	2853
0	2602
0	2601
0	2602
0	621
3	0
3	234
10	4658
0	4669
21	1550
20	275
0	0
0	0
0	19
70	2569
1	2388
2	809
5	1881
4	2227
0	1862
0	2136
0	2326
0	2202
0	2042
84	110
7	415
0	96
0	12
4	440
2	38
0	173
15	537
9	506
2	208
6	53
4	11
6	5
144	2047
0	0
0	0
0	0
0	0
0	215
26	42
0	216
0	154
7	2861
1	2821
25	2615
6	1243
3	14
0	512
10	185
0	138
16	383
5	162
5	98
1	267
23	514
1	396
9	394
12	253
0	0
27	15074
2	13251
147	15734
50	2252
0	4112
9	1493
9	2937
2	1778
0	13
0	224
4	7
0	6
0	4
1	3
1	2
0	2
2	4
0	4
0	8
1	6
0	0
0	4
0	2
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
0	0
0	4
0	5
0	4
0	5
0	5
0	4
0	0
0	3
0	2
0	4
0	0
0	5
0	1
0	0
1	5
0	2
0	4
0	2
0	3
0	0
0	0
9	293
1	19
0	5
0	7
0	7
0	2
0	276
2	10
0	258
0	24
0	44
0	25
0	44
0	25
0	55
0	52
0	31
0	15
0	10
0	36
0	2
0	255
0	53
0	196
0	178
0	13
77	0
5	0
1	0
6	248
13	244
2	570
4	713
1	510
169	486
0	358
0	706
0	584
8	584
8	566
1	244
0	601
1	1
3	0
0	0
3400	222
0	0
0	44
12	63
0	4
0	4
0	42
0	37
5	43
0	5
11	13
1	8
67	39
0	40
21	5
0	5
0	3
0	0
132	7
0	4
7	2
16	2623
0	453
1	3685
0	1458
9	46
12	2438
11	1330
355	1980
13	700
0	518
0	543
0	445
0	446
2	71
0	26
1	8
1	9
1	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	466
0	383
0	272
0	70
4	27
2	3
11	6
2	52
0	112
2	38
0	0
1	15
0	0
0	3
0	3
0	36
0	5
14	20
5	19
8	47
1	2
0	114
1	136
4	133
0	136
0	133
10	401
0	323
3	97
0	119
72	126
96	387
0	410
0	53
1	156
0	0
5	63
1	3
2	0
0	0
0	48
0	51
0	359
0	352
0	366
0	356
0	72
0	361
0	66
0	17
0	13
0	20
0	352
2	13
1	334
0	6
0	9
0	3
0	3
0	2
3	3
0	0
0	0
0	0
0	0
47	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
35	107
0	107
0	103
0	22
0	8
0	17
9	77
0	0
303	453
9	357
6	56
3	329
0	43
0	41
1	13
0	0
0	6
0	6
0	6
0	6
0	6
0	4
0	1
151	928
0	923
138	770
70	767
191	78
6	469
1	170
1	103
0	36
0	322
0	280
0	77
0	974
0	901
0	432
0	907
0	907
0	332
0	332
0	378
0	339
0	913
1	263
3	30
0	353
0	118
19	0
1	0
0	90
0	30
0	256
0	219
0	298
9	594
0	173
3	5
0	339
0	9
0	371
7	417
0	466
0	437
0	210
0	295
